"","order_item_id","item_id","item_price","user_reg_date","childrensize","nodelivery","present","waitingtime","lowprice","xmas","newyears","age","oldppl","noitems","noorders","prebd","female","male","difforder","preorders"
"8568",108568,1437,69.9,2016-05-19,0,0,0,0,0,0,0,73,0,1,1,0,1,0,0,-1002
"37081",137081,679,34.9,2016-07-02,0,0,0,0,0,0,0,62,0,1,1,0,1,0,0,-399
"48649",148649,1886,199.9,2016-12-11,0,0,0,0,0,1,0,50,0,3,1,0,1,0,0,14
"48650",148650,1924,199.9,2016-12-11,0,0,0,0,0,1,0,50,0,3,1,0,1,0,0,14
"48651",148651,1628,24.9,2016-12-11,0,0,0,0,0,1,0,50,0,3,1,0,1,0,0,14
"4862",104862,2010,144,2015-09-24,0,0,0,0,0,0,0,48,0,2,3,0,1,0,0,-800
"4863",104863,1808,219.9,2015-09-24,0,0,0,0,0,0,0,48,0,2,3,0,1,0,0,-800
"33380",133380,1745,59.9,2015-09-24,0,0,0,0,0,0,0,48,0,7,3,0,1,0,0,-901
"33381",133381,1854,69.9,2015-09-24,0,0,0,0,0,0,0,48,0,7,3,0,1,0,0,-901
"33382",133382,1920,45.9,2015-09-24,0,0,0,0,0,0,0,48,0,7,3,0,1,0,0,-901
"33383",133383,1670,199.9,2015-09-24,0,0,0,0,0,0,0,48,0,7,3,0,1,0,0,-901
"33384",133384,1651,32.95,2015-09-24,0,0,0,0,0,0,0,48,0,7,3,0,1,0,0,-901
"33385",133385,1513,79.9,2015-09-24,0,0,0,0,0,0,0,48,0,7,3,0,1,0,0,-904
"33386",133386,1579,119.9,2015-09-24,0,0,0,0,0,0,0,48,0,7,3,0,1,0,0,-904
"35488",135488,1670,199.9,2015-09-24,0,0,0,0,0,0,0,48,0,1,3,0,1,0,0,-903
"20557",120557,1977,129.9,2016-01-24,0,0,0,0,0,0,0,70,0,5,1,0,1,0,0,-198
"20558",120558,1977,129.9,2016-01-24,0,0,0,0,0,0,0,70,0,5,1,0,1,0,0,-198
"20559",120559,1784,19.9,2016-01-24,0,0,0,0,1,0,0,70,0,5,1,0,1,0,0,-198
"20560",120560,1507,24.9,2016-01-24,0,0,0,0,0,0,0,70,0,5,1,0,1,0,0,-198
"20561",120561,1927,29.9,2016-01-24,0,0,0,0,0,0,0,70,0,5,1,0,1,0,0,-219
"1729",101729,1517,69.9,2015-02-17,0,1,0,-99,0,0,-99,60,0,5,3,-99,1,0,0,-99
"1730",101730,1562,99.9,2015-02-17,0,1,0,-99,0,0,-99,60,0,5,3,-99,1,0,0,-99
"1731",101731,1681,69.9,2015-02-17,0,1,0,-99,0,0,-99,60,0,5,3,-99,1,0,0,-99
"1732",101732,1415,21.9,2015-02-17,0,1,0,-99,1,0,-99,60,0,5,3,-99,1,0,0,-99
"1733",101733,1415,21.9,2015-02-17,0,1,0,-99,1,0,-99,60,0,5,3,-99,1,0,0,-99
"21946",121946,1618,179.9,2015-02-17,0,0,0,1,0,0,0,60,0,1,3,0,1,0,1,-1122
"45328",145328,1618,179.9,2015-02-17,0,0,0,0,0,1,0,60,0,6,3,0,1,0,0,-1098
"45329",145329,1517,69.9,2015-02-17,0,0,0,0,0,1,0,60,0,6,3,0,1,0,0,-1098
"45330",145330,1562,99.9,2015-02-17,0,0,0,0,0,1,0,60,0,6,3,0,1,0,0,-1098
"45331",145331,1681,69.9,2015-02-17,0,0,0,0,0,1,0,60,0,6,3,0,1,0,0,-1098
"45332",145332,1415,21.9,2015-02-17,0,0,0,0,1,1,0,60,0,6,3,0,1,0,0,-1098
"45333",145333,1415,21.9,2015-02-17,0,0,0,0,1,1,0,60,0,6,3,0,1,0,0,-1098
"24630",124630,1726,199.9,2016-03-03,0,0,0,0,0,0,0,67,0,1,1,0,1,0,0,26
"28173",128173,1485,149.9,2015-06-25,0,0,0,0,0,0,0,50,0,1,1,0,1,0,0,-207
"49748",149748,1557,89.9,2015-06-06,0,0,0,0,0,1,0,63,0,3,1,0,1,0,0,-889
"49749",149749,1847,89.9,2015-06-06,0,0,0,0,0,1,0,63,0,3,1,0,1,0,0,-889
"49750",149750,1847,89.9,2015-06-06,0,1,0,-99,0,1,-99,63,0,3,1,-99,1,0,0,-99
"30445",130445,1520,79.9,2015-02-17,0,0,0,0,0,0,0,62,0,6,2,0,1,0,0,-587
"30446",130446,1409,21.9,2015-02-17,0,0,0,0,1,0,0,62,0,6,2,0,1,0,0,-587
"30447",130447,1409,21.9,2015-02-17,0,0,0,0,1,0,0,62,0,6,2,0,1,0,0,-587
"30448",130448,1401,26.9,2015-02-17,0,0,0,0,0,0,0,62,0,6,2,0,1,0,0,-587
"30449",130449,1401,26.9,2015-02-17,0,0,0,0,0,0,0,62,0,6,2,0,1,0,0,-587
"30450",130450,1506,49.9,2015-02-17,0,0,0,0,0,0,0,62,0,6,2,0,1,0,0,-591
"31043",131043,1517,69.9,2015-02-17,0,1,0,-99,0,0,-99,62,0,1,2,-99,1,0,0,-99
"26188",126188,1613,199.9,2015-02-17,0,0,0,0,0,0,0,62,0,2,1,0,1,0,0,-690
"26189",126189,2061,79.9,2015-02-17,0,0,0,0,0,0,0,62,0,2,1,0,1,0,0,-690
"6180",106180,2149,89.9,2015-10-02,0,0,0,0,0,0,0,74,0,3,1,0,1,0,0,91
"6181",106181,1486,59.9,2015-10-02,0,1,0,-99,0,0,-99,74,0,3,1,-99,1,0,0,-99
"6182",106182,2149,89.9,2015-10-02,0,1,0,-99,0,0,-99,74,0,3,1,-99,1,0,0,-99
"25808",125808,1077,169.9,2015-12-04,0,0,0,0,0,0,0,59,0,2,2,0,1,0,0,-1009
"25809",125809,1465,194.9,2015-12-04,0,0,0,0,0,0,0,59,0,2,2,0,1,0,0,-1009
"25900",125900,1077,169.9,2015-12-04,0,0,0,0,0,0,0,59,0,1,2,0,1,0,0,-1010
"24577",124577,1686,119.9,2015-05-02,0,0,0,0,0,0,0,48,0,1,1,0,1,0,0,-986
"5737",105737,1705,119.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,1,0,1,0,-21
"5738",105738,1546,29.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,1,0,1,0,-21
"5739",105739,1664,24.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,1,0,1,0,-21
"5740",105740,2140,59.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,1,0,1,0,-21
"5741",105741,1546,29.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,1,0,1,0,-26
"5742",105742,1719,139.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,0,0,1,0,-104
"5743",105743,1664,24.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,0,0,1,0,-119
"5744",105744,1658,189.9,2016-02-27,0,0,0,0,0,0,0,55,0,8,1,0,0,1,0,-126
"12636",112636,1574,39.9,2015-02-17,0,0,0,0,0,0,0,66,0,2,1,1,1,0,0,-6
"12637",112637,1520,79.9,2015-02-17,0,0,0,0,0,0,0,66,0,2,1,1,1,0,0,-6
"40270",140270,1630,49.9,2016-05-19,0,0,0,0,0,0,0,39,0,3,1,0,1,0,0,-620
"40271",140271,1762,16.9,2016-05-19,0,0,0,0,1,0,0,39,0,3,1,0,1,0,0,-620
"40272",140272,42,59.9,2016-05-19,0,0,0,0,0,0,0,39,0,3,1,0,1,0,0,-620
"48519",148519,1814,129.9,2015-02-17,0,0,0,0,0,1,0,60,0,1,1,0,1,0,0,-685
"4402",104402,402,14.9,2015-10-20,0,0,0,0,1,0,0,52,0,4,1,0,1,0,0,-398
"4403",104403,1631,39.9,2015-10-20,0,0,0,0,0,0,0,52,0,4,1,0,1,0,0,-398
"4404",104404,1631,39.9,2015-10-20,0,0,0,0,0,0,0,52,0,4,1,0,1,0,0,-582
"4405",104405,1607,59.9,2015-10-20,0,0,0,0,0,0,0,52,0,4,1,0,1,0,0,-582
"37112",137112,949,49.9,2015-02-17,0,0,0,0,0,0,0,63,0,2,1,1,1,0,0,-25
"37113",137113,1677,49.9,2015-02-17,0,0,0,0,0,0,0,63,0,2,1,0,1,0,0,-106
"2426",102426,2108,25,2016-06-09,0,0,0,0,0,0,0,48,0,1,1,0,1,0,0,-686
"49023",149023,1681,69.9,2016-12-12,0,0,0,0,0,1,0,49,0,2,1,0,1,0,0,-587
"49024",149024,2140,59.9,2016-12-12,0,0,0,0,0,1,0,49,0,2,1,0,1,0,0,-594
"15304",115304,514,59.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,-917
"15305",115305,313,49.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,-917
"15306",115306,1470,39.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,-917
"15307",115307,215,59.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,-917
"15308",115308,1401,29.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,-917
"7407",107407,1592,49.9,2016-05-19,0,0,0,0,0,0,0,48,0,3,1,0,1,0,0,-711
"7408",107408,568,59.9,2016-05-19,0,0,0,0,0,0,0,48,0,3,1,0,1,0,0,-711
"7409",107409,498,49.9,2016-05-19,0,1,0,-99,0,0,-99,48,0,3,1,-99,1,0,0,-99
"43993",143993,1692,89.9,2015-02-17,0,0,0,0,0,1,0,54,0,2,1,0,1,0,0,14
"43994",143994,1777,99.95,2015-02-17,0,0,0,0,0,1,0,54,0,2,1,0,1,0,0,14
"21781",121781,1574,39.9,2016-05-19,0,0,0,0,0,0,0,47,0,1,1,0,1,0,0,-680
"18022",118022,1576,89.9,2016-03-07,0,0,0,0,0,0,0,35,0,2,1,0,1,0,0,100
"18023",118023,1576,89.9,2016-03-07,0,0,0,0,0,0,0,35,0,2,1,0,1,0,0,93
"42288",142288,1636,69.9,2015-02-17,0,0,0,0,0,1,0,52,0,2,1,0,1,0,0,-889
"42289",142289,1687,39.9,2015-02-17,0,0,0,0,0,1,0,52,0,2,1,0,1,0,0,-889
"12397",112397,1415,21.9,2015-02-17,0,0,0,0,1,0,0,60,0,12,1,0,1,0,0,-206
"12398",112398,1664,24.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,-206
"12399",112399,671,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,-206
"12400",112400,1768,134.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,-206
"12401",112401,1865,134.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,-206
"12402",112402,1415,21.9,2015-02-17,0,0,0,0,1,0,0,60,0,12,1,0,1,0,0,-209
"12403",112403,1470,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,-287
"12404",112404,1626,134.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,-301
"12405",112405,1499,99.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,704
"12406",112406,1615,99.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,704
"12407",112407,1498,59.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,687
"12408",112408,1589,69.9,2015-02-17,0,0,0,0,0,0,0,60,0,12,1,0,1,0,0,687
"32080",132080,1718,69.9,2016-03-05,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-202
"32081",132081,1415,24.9,2016-03-05,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-202
"32082",132082,273,69.9,2016-03-05,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-202
"34378",134378,1576,89.9,2016-03-26,0,0,0,0,0,0,0,58,0,2,1,0,1,0,0,-697
"34379",134379,1415,24.9,2016-03-26,0,0,0,0,0,0,0,58,0,2,1,0,1,0,0,-697
"25149",125149,665,89.9,2015-02-17,0,0,0,0,0,0,0,51,0,2,1,1,1,0,0,-1
"25150",125150,71,49.95,2015-02-17,0,0,0,0,0,0,0,51,0,2,1,1,1,0,0,-1
"24854",124854,43,89.9,2016-09-15,0,0,0,0,0,0,0,56,0,2,1,0,1,0,0,-700
"24855",124855,78,64.9,2016-09-15,0,0,0,0,0,0,0,56,0,2,1,0,1,0,0,-700
"47464",147464,1864,144,2016-07-02,0,0,0,0,0,1,0,52,0,1,1,0,1,0,0,-787
"32607",132607,2086,31.95,2016-05-19,0,0,0,0,0,0,0,46,0,3,1,0,1,0,0,0
"32608",132608,1470,39.9,2016-05-19,0,0,0,0,0,0,0,46,0,3,1,0,1,0,0,-90
"32609",132609,1802,32.95,2016-05-19,0,1,0,-99,0,0,-99,46,0,3,1,-99,1,0,0,-99
"40538",140538,222,24.9,2015-02-17,0,0,0,0,0,0,0,55,0,3,2,0,1,0,0,-716
"40539",140539,1884,59.9,2015-02-17,0,1,0,-99,0,0,-99,55,0,3,2,-99,1,0,0,-99
"40540",140540,1884,59.9,2015-02-17,0,1,0,-99,0,0,-99,55,0,3,2,-99,1,0,0,-99
"48807",148807,2324,59.9,2015-02-17,0,0,0,0,0,1,0,55,0,2,2,0,1,0,1,192
"48808",148808,2324,59.9,2015-02-17,0,0,0,0,0,1,0,55,0,2,2,0,1,0,0,192
"15243",115243,1470,39.9,2015-02-17,0,0,0,0,0,0,0,49,0,1,1,0,1,0,0,-527
"36268",136268,2010,144,2016-08-16,0,0,0,0,0,0,0,52,0,4,2,0,1,0,0,-994
"36269",136269,2010,144,2016-08-16,0,0,0,0,0,0,0,52,0,4,2,0,1,0,0,-994
"36270",136270,1630,49.9,2016-08-16,0,0,0,0,0,0,0,52,0,4,2,0,1,0,0,25
"36271",136271,1630,49.9,2016-08-16,0,0,0,0,0,0,0,52,0,4,2,0,1,0,0,25
"38443",138443,2010,144,2016-08-16,0,0,0,0,0,0,0,52,0,1,2,0,1,0,0,-998
"5429",105429,1550,129.9,2015-02-17,0,0,0,0,0,0,0,43,0,1,1,0,1,0,0,-892
"6961",106961,1839,259.9,2015-02-17,0,0,0,0,0,0,0,55,0,4,2,1,1,0,0,-5
"6962",106962,1839,259.9,2015-02-17,0,0,0,0,0,0,0,55,0,4,2,1,1,0,0,-5
"6963",106963,1546,29.9,2015-02-17,0,0,0,0,0,0,0,55,0,4,2,1,1,0,0,-5
"6964",106964,1546,29.9,2015-02-17,0,0,0,0,0,0,0,55,0,4,2,1,1,0,0,-5
"12848",112848,1839,259.9,2015-02-17,0,0,0,0,0,0,0,55,0,1,2,1,1,0,0,-8
"47017",147017,949,49.9,2016-10-07,0,0,0,0,0,1,0,55,0,5,1,0,1,0,0,-987
"47018",147018,1743,79.9,2016-10-07,0,0,0,0,0,1,0,55,0,5,1,0,1,0,0,-987
"47019",147019,2136,19.9,2016-10-07,0,0,0,0,1,1,0,55,0,5,1,0,1,0,0,-987
"47020",147020,1404,16.9,2016-10-07,0,0,0,0,1,1,0,55,0,5,1,0,1,0,0,-987
"47021",147021,1404,16.9,2016-10-07,0,0,0,0,1,1,0,55,0,5,1,0,1,0,0,-987
"8265",108265,1401,26.9,2015-02-17,0,0,0,0,0,0,0,57,0,4,1,0,1,0,0,201
"8266",108266,1642,59.9,2015-02-17,0,0,0,0,0,0,0,57,0,4,1,0,1,0,0,201
"8267",108267,1469,59.9,2015-02-17,0,0,0,0,0,0,0,57,0,4,1,0,1,0,0,201
"8268",108268,1401,26.9,2015-02-17,0,1,0,-99,0,0,-99,57,0,4,1,-99,1,0,0,-99
"19971",119971,1879,79.9,2015-02-17,0,0,0,0,0,0,0,47,0,1,1,0,1,0,0,129
"4561",104561,1520,79.9,2016-05-19,0,0,0,0,0,0,0,53,0,4,2,0,1,0,0,-715
"4562",104562,1607,59.9,2016-05-19,0,0,0,0,0,0,0,53,0,4,2,0,1,0,0,-715
"4563",104563,1401,29.9,2016-05-19,0,0,0,0,0,0,0,53,0,4,2,0,1,0,0,-722
"4564",104564,1664,34.9,2016-05-19,0,1,0,-99,0,0,-99,53,0,4,2,-99,1,0,0,-99
"33747",133747,1951,0,2016-05-19,0,0,1,0,1,0,0,53,0,1,2,0,1,0,0,-913
"23795",123795,378,59.9,2015-09-06,0,0,0,0,0,0,0,46,0,7,3,0,1,0,0,-487
"23796",123796,1409,24.9,2015-09-06,0,0,0,0,0,0,0,46,0,7,3,0,1,0,0,-487
"23797",123797,1907,12.9,2015-09-06,0,0,0,0,1,0,0,46,0,7,3,0,1,0,0,-487
"23798",123798,1748,14.9,2015-09-06,0,0,0,0,1,0,0,46,0,7,3,0,1,0,0,-487
"23799",123799,1607,59.9,2015-09-06,0,0,0,0,0,0,0,46,0,7,3,0,1,0,0,-487
"23800",123800,1486,59.9,2015-09-06,0,1,0,-99,0,0,-99,46,0,7,3,-99,1,0,0,-99
"23801",123801,1470,39.9,2015-09-06,0,1,0,-99,0,0,-99,46,0,7,3,-99,1,0,0,-99
"32126",132126,1782,199.9,2015-09-06,0,0,0,0,0,0,0,46,0,2,3,0,1,0,1,-500
"32127",132127,1486,59.9,2015-09-06,0,0,0,0,0,0,0,46,0,2,3,0,1,0,0,-500
"42424",142424,1570,169.9,2015-09-06,0,0,0,0,0,1,0,46,0,2,3,0,1,0,1,-585
"42425",142425,1436,8.95,2015-09-06,0,0,0,0,1,1,0,46,0,2,3,0,1,0,0,-585
"40124",140124,1632,69.9,2015-05-13,0,0,0,0,0,0,0,61,0,1,1,1,1,0,0,-18
"40602",140602,57,24.9,2015-08-26,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-1013
"40603",140603,22,24.9,2015-08-26,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-1013
"40604",140604,1445,49.9,2015-08-26,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-1013
"26799",126799,1693,199.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,108
"26800",126800,1600,219.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,108
"26801",126801,1826,100,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,108
"26802",126802,1911,24.95,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,108
"26803",126803,1693,199.9,2015-02-17,0,0,0,0,0,0,0,56,0,5,1,0,1,0,0,103
"24098",124098,1568,149.9,2015-02-17,0,0,0,0,0,0,0,55,0,2,1,0,1,0,0,7
"24099",124099,1723,9.95,2015-02-17,0,0,0,0,1,0,0,55,0,2,1,0,1,0,0,7
"21206",121206,1083,44.9,2016-05-20,0,0,0,0,0,0,0,46,0,1,1,0,1,0,0,-482
"14117",114117,2092,100,2016-03-13,0,0,0,0,0,0,0,-99,-99,2,1,-99,1,0,0,-99
"14118",114118,2092,100,2016-03-13,0,0,0,0,0,0,0,-99,-99,2,1,-99,1,0,0,-99
"10583",110583,1409,21.9,2016-09-15,0,0,0,0,1,0,0,51,0,3,1,1,1,0,0,-22
"10584",110584,1409,21.9,2016-09-15,0,0,0,0,1,0,0,51,0,3,1,1,1,0,0,-22
"10585",110585,1511,159.9,2016-09-15,0,0,0,0,0,0,0,51,0,3,1,1,1,0,0,-22
"3245",103245,1539,59.9,2016-01-14,0,1,0,-99,0,0,-99,57,0,3,2,-99,1,0,0,-99
"3246",103246,1539,59.9,2016-01-14,0,1,0,-99,0,0,-99,57,0,3,2,-99,1,0,0,-99
"3249",103249,498,49.9,2016-01-14,0,0,0,0,0,0,0,57,0,3,2,0,1,0,0,-300
"39962",139962,1851,39.9,2016-01-14,0,0,0,0,0,0,0,57,0,1,2,0,1,0,0,-217
"18896",118896,1827,159.9,2016-03-26,0,0,0,1,0,0,0,69,0,2,3,0,1,0,0,-1122
"19198",119198,1772,169.9,2016-03-26,0,0,0,0,0,0,0,69,0,2,3,0,1,0,0,-992
"20014",120014,1827,159.9,2016-03-26,0,0,0,0,0,0,0,69,0,1,3,0,1,0,0,-1004
"36333",136333,1827,159.9,2016-03-26,0,0,0,0,0,0,0,69,0,1,3,0,1,0,1,-1014
"13397",113397,2056,69.95,2015-05-07,0,0,0,0,0,0,0,53,0,1,2,0,1,0,0,-78
"29163",129163,1821,109.95,2015-05-07,0,0,0,0,0,0,0,53,0,1,2,0,1,0,1,-84
"38259",138259,1,119.9,2015-02-17,0,0,0,0,0,0,0,72,0,2,1,0,1,0,0,-502
"38260",138260,1855,89.9,2015-02-17,0,0,0,0,0,0,0,72,0,2,1,0,1,0,0,-505
"49044",149044,2011,129.9,2016-12-12,0,0,0,0,0,1,0,53,0,2,1,0,1,0,0,-106
"49045",149045,59,9.9,2016-12-12,0,0,0,0,1,1,0,53,0,2,1,0,1,0,0,-106
"40674",140674,1884,59.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40675",140675,1630,49.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40676",140676,1630,49.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40677",140677,1498,59.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40678",140678,1498,59.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40679",140679,1647,69.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40680",140680,57,24.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40681",140681,1470,39.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40682",140682,1474,59.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,-523
"40683",140683,1628,24.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,505
"40684",140684,1470,39.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,505
"40685",140685,1479,59.9,2016-08-31,0,0,0,0,0,0,0,66,0,12,1,0,1,0,0,505
"21196",121196,1558,169.9,2015-02-17,0,0,0,0,0,0,0,58,0,1,3,0,1,0,0,-1014
"37614",137614,1932,89.9,2015-02-17,0,0,0,0,0,0,0,58,0,1,3,0,1,0,1,-1025
"49690",149690,1518,29.9,2015-02-17,0,0,0,0,0,1,0,58,0,1,3,0,1,0,1,-1111
"37082",137082,966,44.9,2015-02-17,0,0,0,0,0,0,0,43,0,1,2,0,1,0,0,-902
"49402",149402,1835,119,2015-02-17,1,1,0,-99,0,1,-99,43,0,1,2,-99,1,0,1,-99
"1745",101745,1444,59.9,2016-06-30,0,0,0,0,0,0,0,66,0,3,1,0,1,0,0,-809
"1746",101746,70,19.9,2016-06-30,0,0,0,0,1,0,0,66,0,3,1,0,1,0,0,-809
"1747",101747,1617,69.9,2016-06-30,0,0,0,0,0,0,0,66,0,3,1,0,1,0,0,-998
"28162",128162,652,59.9,2016-07-04,0,0,0,0,0,0,0,61,0,1,2,0,1,0,0,-604
"43999",143999,1669,89.9,2016-07-04,0,0,0,0,0,1,0,61,0,1,2,0,1,0,1,-696
"12037",112037,1577,159.9,2016-02-27,0,0,0,0,0,0,0,71,0,1,1,0,1,0,0,-503
"32045",132045,2183,49.9,2015-02-17,0,0,0,0,0,0,0,57,0,1,2,1,1,0,0,-4
"42188",142188,88,17.9,2015-02-17,0,0,0,0,1,1,0,57,0,2,2,0,1,0,1,-89
"42189",142189,1750,27.9,2015-02-17,0,1,0,-99,0,1,-99,57,0,2,2,-99,1,0,0,-99
"46812",146812,1739,139.9,2015-04-19,0,1,0,-99,0,1,-99,62,0,1,1,-99,1,0,0,-99
"28988",128988,1858,24.9,2015-02-17,0,0,0,0,0,0,0,65,0,1,1,0,1,0,0,-191
"13790",113790,1741,89.95,2015-02-17,0,0,0,0,0,0,0,119,0,2,2,0,1,0,0,-911
"13791",113791,1562,99.9,2015-02-17,0,1,0,-99,0,0,-99,119,0,2,2,-99,1,0,0,-99
"25426",125426,1601,199.9,2015-02-17,0,0,0,0,0,0,0,119,0,2,2,0,1,0,1,-993
"25427",125427,1664,24.9,2015-02-17,0,0,0,0,0,0,0,119,0,2,2,0,1,0,0,-993
"49232",149232,1638,34.9,2015-02-17,0,0,0,0,0,1,0,46,0,2,1,0,1,0,0,-86
"49233",149233,1851,39.9,2015-02-17,0,0,0,0,0,1,0,46,0,2,1,0,1,0,0,-86
"43308",143308,1957,59.9,2015-11-17,1,0,0,0,0,1,0,51,0,2,1,0,1,0,0,-590
"43309",143309,930,62.95,2015-11-17,0,1,0,-99,0,1,-99,51,0,2,1,-99,1,0,0,-99
"968",100968,1488,69.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"969",100969,1488,69.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"970",100970,1488,69.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"971",100971,1687,39.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"972",100972,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"973",100973,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"974",100974,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"975",100975,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"976",100976,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"977",100977,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"978",100978,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"979",100979,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"980",100980,1760,49.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-212
"981",100981,1666,99.9,2016-01-26,0,0,0,0,0,0,0,57,0,14,1,0,1,0,0,-225
"14144",114144,1546,29.9,2016-03-08,0,1,0,-99,0,0,-99,60,0,1,4,-99,1,0,0,-99
"15253",115253,1546,29.9,2016-03-08,0,0,0,0,0,0,0,60,0,1,4,0,1,0,0,-715
"21591",121591,1522,139.9,2016-03-08,0,0,0,0,0,0,0,60,0,6,4,0,1,0,0,-801
"21592",121592,1522,139.9,2016-03-08,0,0,0,0,0,0,0,60,0,6,4,0,1,0,0,-801
"21593",121593,1519,49.9,2016-03-08,0,0,0,0,0,0,0,60,0,6,4,0,1,0,0,-801
"21594",121594,1681,69.9,2016-03-08,0,1,0,-99,0,0,-99,60,0,6,4,-99,1,0,0,-99
"21595",121595,1516,149.9,2016-03-08,0,1,0,-99,0,0,-99,60,0,6,4,-99,1,0,0,-99
"21596",121596,1516,149.9,2016-03-08,0,1,0,-99,0,0,-99,60,0,6,4,-99,1,0,0,-99
"26187",126187,1473,19.9,2016-03-08,0,0,0,0,1,0,0,60,0,1,4,0,1,0,0,-798
"1532",101532,2091,149.9,2016-06-26,0,0,0,0,0,0,0,58,0,3,3,0,1,0,0,190
"1533",101533,2075,120,2016-06-26,0,0,0,0,0,0,0,58,0,3,3,0,1,0,0,190
"1534",101534,1607,59.9,2016-06-26,0,0,0,0,0,0,0,58,0,3,3,0,1,0,0,88
"12511",112511,1965,120,2016-06-26,0,0,0,0,0,0,0,58,0,1,3,0,1,0,1,182
"19011",119011,1628,24.9,2016-06-26,0,0,0,0,0,0,0,58,0,1,3,0,1,0,0,176
"20185",120185,1594,179.9,2015-08-05,0,0,0,0,0,0,0,66,0,3,1,0,1,0,0,-476
"20186",120186,507,39.9,2015-08-05,0,0,0,0,0,0,0,66,0,3,1,0,1,0,0,-476
"20187",120187,1485,149.9,2015-08-05,0,0,0,0,0,0,0,66,0,3,1,0,1,0,0,-588
